MNTN_HEIGHT,ROAD_EASY,ROAD_MID,ROAD_DIFF,ROAD_SUM,Sel_Cos,Raw_Cos,label
1562,29.3,0.0,0.0,29.3,0.780189497605494,0.1766306457690034,1
1562,262.40000000000003,2.24,0.0,264.64000000000004,0.780189497605494,0.1766306457690034,1
1433,109.08000000000004,0.0,0.0,109.08000000000004,0.8597269536210953,0.2098684799070745,1
1241,71.38000000000002,3.18,0.0,74.56000000000003,0.780189497605494,0.1708205666591711,1
945,138.15,1.5,0.0,139.65,0.3611575592573077,0.095791417128687,1
847,19.09,0.28,0.0,19.37,0.8597269536210953,0.2188577095023738,1
1579,13.93,0.0,0.0,13.93,0.7518094115561125,0.1797206290224854,1
887,29.81,0.0,0.0,29.81,0.884651736929383,0.191582834257374,1
632,99.42000000000002,0.42,0.0,99.84,0.8340576562282991,0.2137672988688871,1
877,21.920000000000005,0.0,0.0,21.920000000000005,0.7518094115561125,0.1786965715183616,1
1016,5.0600000000000005,1.79,0.0,6.8500000000000005,0.9088932591463856,0.1802304758029237,1
766,103.14,0.64,0.01,103.79,0.2948839123097942,0.0995493608375457,1
766,156.87,4.47,0.03,161.36999999999998,0.2948839123097942,0.0995493608375457,1
801,213.66000000000017,1.37,0.0,215.03000000000017,0.7518094115561125,0.1882002736414465,1
711,85.75,0.0,0.0,85.75,0.8340576562282991,0.1602896991932479,1
879,32.85,0.83,0.0,33.67999999999999,0.8597269536210953,0.1807388843609994,1
1313,37.75,1.75,0.0,39.5,0.7518094115561125,0.1958460149946443,1
931,12.35,0.0,0.0,12.35,0.9088932591463856,0.2009337717266495,1
1073,15.09,0.0,0.0,15.09,0.8597269536210953,0.2058958466101542,1
965,37.86,1.2,0.0,39.06,0.884651736929383,0.1642480655923686,1
740,113.13,2.27,0.0,115.39999999999998,0.884651736929383,0.2009337717266495,1
1391,89.13,1.27,0.0,90.4,0.659380473395787,0.1241598671088091,1
472,31.649999999999995,0.6,0.0,32.25,0.7223151185146154,0.2137672988688871,1
687,23.47,0.01,0.0,23.48,0.780189497605494,0.2018450406725867,1
922,22.09,0.0,0.0,22.09,0.8597269536210953,0.1702825477899889,1
1252,20.16,2.15,0.0,22.31,0.8597269536210953,0.1925383655428427,1
795,194.03,0.95,0.0,194.98,0.7223151185146154,0.2081122274419847,1
1187,13.550000000000008,0.0,0.0,13.550000000000008,0.8075728530872482,0.1713568962886255,1
761,174.33000000000004,0.38,0.0,174.71000000000004,0.8075728530872482,0.1792093317445478,1
696,107.34000000000007,0.18,0.0,107.52000000000008,0.5107539184552492,0.1108865821368827,1
1242,43.41999999999999,2.7,0.0,46.11999999999999,0.8597269536210953,0.1750652029646207,1
734,19.52,0.34,0.0,19.86,0.8075728530872482,0.2175962712752544,1
1446,68.78,0.0,0.0,68.78,0.8597269536210953,0.1977112572336846,1
1350,28.49,0.0,0.0,28.49,0.8075728530872482,0.1697428236183769,1
1004,59.38,1.18,0.0,60.56,0.7518094115561125,0.1427259970084605,1
1279,190.94,7.300000000000001,0.0,198.24,0.2085144140570747,0.108375617009862,1
836,182.21000000000004,1.12,0.0,183.33000000000004,0.8340576562282991,0.2188577095023738,1
1083,64.53000000000002,0.0,0.0,64.53000000000002,0.9088932591463856,0.1827583759166744,1
656,21.210000000000004,2.71,0.0,23.920000000000005,0.8340576562282991,0.1807388843609994,1
905,48.18,1.63,0.0,49.81,0.8597269536210953,0.2013899216252087,1
588,47.41,0.75,0.0,48.16,0.7223151185146154,0.154459018993251,1
1159,73.16000000000004,4.53,0.0,77.69000000000004,0.8597269536210953,0.1724245508316366,1
1172,42.5,1.89,0.0,44.39,0.6255432421712244,0.1196434416464792,1
1565,68.82999999999998,0.0,0.0,68.82999999999998,0.8340576562282991,0.2076708436419372,1
1136,214.75,2.98,0.0,217.73,0.2085144140570747,0.0856784481443127,1
1157,17.13,0.0,0.0,17.13,0.6915640748081248,0.1686581938303578,1
0,106.52,0.0,0.0,106.52,0.0,0.0,1
1196,66.51999999999997,0.86,0.0,67.37999999999997,0.5107539184552492,0.1374865481666317,1
935,20.84,2.35,0.0,23.19,0.8075728530872482,0.1702825477899889,1
1126,25.96,0.0,0.0,25.96,0.7518094115561125,0.1724245508316366,1
864,19.51,0.0,0.0,19.51,0.7518094115561125,0.1631269052824031,1
1268,116.99,0.33,0.0,117.32,0.6915640748081248,0.1188740224653984,1
1119,65.93999999999997,1.35,0.0,67.28999999999996,0.8597269536210953,0.1934891780687752,1
1031,16.869999999999997,0.0,0.0,16.869999999999997,0.7518094115561125,0.181245866799685,1
1426,29.96,0.0,0.0,29.96,0.780189497605494,0.1776666115188672,1
722,33.68,0.0,0.0,33.68,0.8075728530872482,0.1702825477899889,1
1108,15.01,0.0,0.0,15.01,0.7223151185146154,0.1433674653956382,1
1915,566.9700000000001,1.8,0.0,568.7700000000001,0.884651736929383,0.2358103757447156,1
724,64.00999999999999,1.57,0.0,65.57999999999998,0.8340576562282991,0.1827583759166744,1
810,112.36999999999998,0.87,0.0,113.23999999999998,0.659380473395787,0.1585630093424396,1
920,178.70000000000005,0.43,0.0,179.13000000000005,0.8597269536210953,0.194906700155386,1
714,61.94,0.2,0.0,62.14,0.8340576562282991,0.1842584698282057,1
0,39.89999999999996,0.8700000000000001,0.0,40.76999999999996,0.0,0.0,1
731,22.410000000000004,1.47,0.0,23.880000000000003,0.8340576562282991,0.1681132547844104,1
887,7.85,0.0,0.0,7.85,0.6915640748081248,0.1708205666591711,1
560,21.4,0.0,0.0,21.4,0.884651736929383,0.1792093317445478,1
1567,42.64,0.33,0.0,42.970000000000006,0.780189497605494,0.2326765437545875,1
1028,55.150000000000006,0.0,0.0,55.150000000000006,0.659380473395787,0.145274876939204,1
1192,202.7600000000001,1.36,0.0,204.1200000000001,0.780189497605494,0.1882002736414465,1
362,41.38000000000001,0.0,0.0,41.38000000000001,0.7518094115561125,0.1334220051390058,1
607,20.32,0.0,0.0,20.32,0.8597269536210953,0.1745402686406017,1
1468,114.34,3.3,0.0,117.64,0.8075728530872482,0.175588567967719,1
758,39.39000000000001,1.61,0.0,41.00000000000001,0.7518094115561125,0.1718915524904618,1
1113,39.31,0.4,0.0,39.71,0.7518094115561125,0.1852517841405385,1
1193,62.29000000000004,0.0,0.01,62.30000000000004,0.8340576562282991,0.1734856350056469,1
1111,5.34,0.0,0.0,5.34,0.8075728530872482,0.175588567967719,1
1079,18.8,0.0,0.0,18.8,0.780189497605494,0.1832597715801559,1
996,5.6,0.0,0.0,5.6,0.780189497605494,0.1734856350056469,1
0,22.3,0.0,0.0,22.3,0.0,0.0,0
0,0.82,0.0,0.0,0.82,0.0,0.0,0
0,3.640000000000001,0.0,0.0,3.640000000000001,0.0,0.0,0
1006,18.34,0.0,0.0,18.34,0.3611575592573077,0.0995493608375457,0
0,12.95,0.03,0.0,12.98,0.0,0.0,0
0,6.6,0.0,0.0,6.6,0.0,0.0,0
0,1.35,0.0,0.0,1.35,0.0,0.0,0
0,0.52,0.0,0.0,0.52,0.0,0.0,0
0,2.64,0.0,0.0,2.64,0.0,0.0,0
0,102.87,0.0,0.0,102.87,0.0,0.0,0
0,93.47,0.0,0.0,93.47,0.0,0.0,0
0,0.65,0.0,0.0,0.65,0.0,0.0,0
0,8.34,0.0,0.0,8.34,0.0,0.0,0
710,91.22,0.6799999999999999,0.01,91.91,0.7518094115561125,0.1241598671088091,0
575,25.050000000000004,0.54,0.0,25.590000000000003,0.2948839123097942,0.0677347606311637,0
0,0.6100000000000001,0.0,0.0,0.6100000000000001,0.0,0.0,0
585,20.52,0.0,0.0,20.52,0.2085144140570747,0.0620799335544045,0
0,6.04,0.0,0.0,6.04,0.0,0.0,0
0,0.93,0.0,0.0,0.93,0.0,0.0,0
0,1.11,0.0,0.0,1.11,0.0,0.0,0
0,60.47,0.26,0.0,60.73,0.0,0.0,0
0,5.74,0.0,0.0,5.74,0.0,0.0,0
0,0.68,0.0,0.0,0.68,0.0,0.0,0
626,1.65,0.95,0.0,2.6,0.4662524041201569,0.0867428175028234,0
534,21.71,0.0,0.0,21.71,0.4662524041201569,0.1049342399535372,0
0,10.31,0.0,0.0,10.31,0.0,0.0,0
0,2.15,0.0,0.0,2.15,0.0,0.0,0
0,12.28,0.0,0.0,12.28,0.0,0.0,0
0,4.469999999999996,0.06,0.0,4.529999999999996,0.0,0.0,0
0,11.079999999999998,0.0,0.16,11.239999999999998,0.0,0.0,0
0,2.98,0.0,0.0,2.98,0.0,0.0,0
595,60.8,0.0,0.0,60.8,0.2085144140570747,0.0856784481443127,0
0,4.589999999999996,0.32,0.0,4.909999999999997,0.0,0.0,0
0,2.44,0.0,0.0,2.44,0.0,0.0,0
587,16.540000000000003,0.0,0.0,16.540000000000003,0.6255432421712244,0.1401307624128882,0
0,2.58,0.0,0.0,2.58,0.0,0.0,0
0,4.03,0.0,0.0,4.03,0.0,0.0,0
0,1.4900000000000002,0.0,0.0,1.4900000000000002,0.0,0.0,0
0,6.78,0.0,0.0,6.78,0.0,0.0,0
0,9.07,0.0,0.0,9.07,0.0,0.0,0
0,1.4300000000000002,0.0,0.0,1.4300000000000002,0.0,0.0,0
0,7.24,0.0,0.0,7.24,0.0,0.0,0
0,14.06,0.0,0.0,14.06,0.0,0.0,0
0,5.8,0.0,0.0,5.8,0.0,0.0,0
0,25.99,3.77,0.0,29.76,0.0,0.0,0
0,4.82,0.07,0.0,4.890000000000001,0.0,0.0,0
0,2.43,0.08,0.0,2.51,0.0,0.0,0
0,1.09,0.37,0.0,1.46,0.0,0.0,0
277,3.65,0.0,0.0,3.65,0.2948839123097942,0.0877942839838595,0
0,4.43,0.0,0.0,4.43,0.0,0.0,0
0,8.299999999999999,0.0,0.0,8.299999999999999,0.0,0.0,0
0,1.62,0.0,0.0,1.62,0.0,0.0,0
0,4.939999999999999,1.41,0.0,6.349999999999999,0.0,0.0,0
1421,26.47,0.0,0.0,26.47,0.4662524041201569,0.0824028927931924,0
0,167.35000000000014,0.54,0.0,167.8900000000001,0.0,0.0,0
0,8.13,0.0,0.0,8.13,0.0,0.0,0
0,1.34,0.0,0.0,1.34,0.0,0.0,0
0,1.93,0.0,0.0,1.93,0.0,0.0,0
0,4.6,0.0,0.0,4.6,0.0,0.0,0
435,4.37,0.0,0.0,4.37,0.0,0.0302919058421917,0
0,13.57,0.0,0.0,13.57,0.0,0.0,0
0,47.95,0.0,0.0,47.95,0.0,0.0,0
0,6.24,0.0,0.0,6.24,0.0,0.0,0
0,1.36,0.0,0.0,1.36,0.0,0.0,0
1242,8.52,0.0,0.0,8.52,0.4170288281141495,0.0976884610347762,0
0,20.18,0.0,0.0,20.18,0.0,0.0,0
1039,77.54,0.0,0.0,77.54,0.2085144140570747,0.0928732246656203,0
0,12.05,0.0,0.0,12.05,0.0,0.0,0
0,0.46,0.0,0.0,0.46,0.0,0.0,0
0,1.61,0.0,0.0,1.61,0.0,0.0,0
0,4.03,0.0,0.0,4.03,0.0,0.0,0
0,18.880000000000003,0.16,0.0,19.040000000000003,0.0,0.0,0
0,3.9,0.0,0.0,3.9,0.0,0.0,0
0,3.32,0.0,0.0,3.32,0.0,0.0,0
0,6.1,0.0,0.0,6.1,0.0,0.0,0
0,0.32,0.0,0.0,0.32,0.0,0.0,0
0,38.67,0.0,0.0,38.67,0.0,0.0,0
0,6.65,0.0,0.0,6.65,0.0,0.0,0
0,1.46,0.56,0.0,2.02,0.0,0.0,0
0,14.090000000000002,0.0,0.0,14.090000000000002,0.0,0.0,0
0,2.01,0.0,0.0,2.01,0.0,0.0,0
0,12.990000000000002,0.0,0.0,12.990000000000002,0.0,0.0,0
0,4.98,0.0,0.0,4.98,0.0,0.0,0
0,0.68,0.0,0.0,0.68,0.0,0.0,0
0,2.06,0.0,0.0,2.06,0.0,0.0,0
0,225.16000000000005,1.02,0.0,226.1800000000001,0.0,0.0,0
0,1.13,0.0,0.0,1.13,0.0,0.0,0
0,26.87,0.0,0.0,26.87,0.0,0.0,0
0,3.7,0.0,0.0,3.7,0.0,0.0,0
961,11.16,0.0,0.0,11.16,0.5897678246195885,0.1188740224653984,0
0,0.72,0.0,0.0,0.72,0.0,0.0,0
0,4.95,0.0,0.0,4.95,0.0,0.0,0
0,18.09,0.0,0.0,18.09,0.0,0.0,0
0,0.8400000000000001,0.32,0.0,1.16,0.0,0.0,0
0,1.56,0.0,0.0,1.56,0.0,0.0,0
0,0.92,0.0,0.0,0.92,0.0,0.0,0
0,4.44,0.0,0.0,4.44,0.0,0.0,0
0,19.26,0.0,0.0,19.26,0.0,0.0,0
0,3.46,0.0,0.0,3.46,0.0,0.0,0
0,0.24,0.0,0.0,0.24,0.0,0.0,0
0,1.02,0.0,0.0,1.02,0.0,0.0,0
0,2.41,0.0,0.0,2.41,0.0,0.0,0
0,16.19,0.0,0.0,16.19,0.0,0.0,0
0,7.069999999999999,0.0,0.0,7.069999999999999,0.0,0.0,0
0,0.6200000000000001,0.0,0.0,0.6200000000000001,0.0,0.0,0
0,1.7300000000000002,0.0,0.0,1.7300000000000002,0.0,0.0,0
0,4.57,0.0,0.0,4.57,0.0,0.0,0
401,2.95,0.0,0.0,2.95,0.6255432421712244,0.1320393563733632,0
0,1.78,0.0,0.0,1.78,0.0,0.0,0
0,1.65,0.0,0.0,1.65,0.0,0.0,0
0,2.87,0.0,0.0,2.87,0.0,0.0,0
0,6.28,0.0,0.0,6.28,0.0,0.0,0
196,7.89,0.0,0.0,7.89,0.2948839123097942,0.095791417128687,0
0,0.79,0.0,0.0,0.79,0.0,0.0,0
0,0.3,0.0,0.0,0.3,0.0,0.0,0
0,31.27,0.0,0.0,31.27,0.0,0.0,0
0,0.69,0.0,0.0,0.69,0.0,0.0,0
0,1.64,0.0,0.0,1.64,0.0,0.0,0
0,1.2500000000000002,0.0,0.0,1.2500000000000002,0.0,0.0,0
148,1.02,0.0,0.0,1.02,0.2948839123097942,0.1278016907557539,0
337,18.62,0.0,0.0,18.62,0.2948839123097942,0.1256292657954269,1
0,99.42,0.0,0.0,99.42,0.0,0.0,0
0,4.04,0.0,0.0,4.04,0.0,0.0,0
0,2.48,0.0,0.0,2.48,0.0,0.0,0
0,2.57,0.0,0.0,2.57,0.0,0.0,0
0,1.89,0.0,0.0,1.89,0.0,0.0,0
0,0.4499999999999999,0.0,0.0,0.4499999999999999,0.0,0.0,0
0,6.09,0.0,0.0,6.09,0.0,0.0,0
0,1.15,0.0,0.0,1.15,0.0,0.0,0
0,19.52,0.0,0.0,19.52,0.0,0.0,0
0,6.07,0.0,0.0,6.07,0.0,0.0,0
0,7.59,0.0,0.0,7.59,0.0,0.0,0
0,1.08,0.0,0.0,1.08,0.0,0.0,0
0,2.72,0.0,0.0,2.72,0.0,0.0,0
0,1.98,0.0,0.0,1.98,0.0,0.0,0
0,1.36,0.02,0.0,1.38,0.0,0.0,0
0,0.81,0.0,0.0,0.81,0.0,0.0,0
262,4.44,0.0,0.0,4.44,0.0,0.0234640093703383,0
0,0.25,0.0,0.0,0.25,0.0,0.0,0
0,1.49,0.0,0.0,1.49,0.0,0.0,0
0,0.29,0.0,0.0,0.29,0.0,0.0,0
311,34.07000000000001,2.6900000000000004,0.0,36.760000000000005,0.2948839123097942,0.1049342399535372,0
0,0.32,0.0,0.0,0.32,0.0,0.0,0
0,3.93,0.0,0.0,3.93,0.0,0.0,0
0,4.04,0.0,0.0,4.04,0.0,0.0,0
0,1.71,0.0,0.0,1.71,0.0,0.0,0
0,1.01,0.0,0.0,1.01,0.0,0.0,0
0,8.62,0.0,0.0,8.62,0.0,0.0,0
1170,80.44999999999999,0.0,0.0,80.44999999999999,0.3611575592573077,0.0986233001437968,0
0,2.73,0.91,0.0,3.64,0.0,0.0,0
0,6.0,0.0,0.0,6.0,0.0,0.0,0
0,28.9,0.0,0.0,28.9,0.0,0.0,0
0,7.31,0.0,0.0,7.31,0.0,0.0,0
868,7.17,0.0,0.0,7.17,0.4170288281141495,0.1285176722164691,0
715,67.36,7.68,0.0,75.03999999999999,0.2948839123097942,0.0986233001437968,0
171,1.32,0.0,0.0,1.32,0.2085144140570747,0.0741997126498025,0
0,6.220000000000001,0.0,0.0,6.220000000000001,0.0,0.0,0
0,4.4,0.0,0.0,4.4,0.0,0.0,0
915,1.33,0.0,0.0,1.33,0.3611575592573077,0.1188740224653984,0
0,2.88,0.0,0.0,2.88,0.0,0.0,0
0,7.56,0.0,0.0,7.56,0.0,0.0,0
0,1.01,0.0,0.0,1.01,0.0,0.0,0
0,0.35,0.0,0.0,0.35,0.0,0.0,0
0,0.81,0.0,0.0,0.81,0.0,0.0,0
0,1.25,0.0,0.0,1.25,0.0,0.0,0
0,0.89,0.0,0.0,0.89,0.0,0.0,0
0,0.78,0.0,0.0,0.78,0.0,0.0,0
0,0.2,0.0,0.0,0.2,0.0,0.0,0
0,3.02,0.0,0.0,3.02,0.0,0.0,0
0,7.24,0.0,0.0,7.24,0.0,0.0,0
0,6.42,0.0,0.0,6.42,0.0,0.0,0
0,4.74,0.0,0.0,4.74,0.0,0.0,0
0,13.63,0.0,0.0,13.63,0.0,0.0,0
0,6.170000000000001,0.0,0.0,6.170000000000001,0.0,0.0,0
0,47.13,0.0,0.0,47.13,0.0,0.0,0
0,20.110000000000007,0.0,0.0,20.110000000000007,0.0,0.0,0
73,1.4800000000000002,0.17,0.0,1.65,0.0,0.0234640093703383,0
0,1.97,0.0,0.0,1.97,0.0,0.0,0
0,2.12,0.0,0.0,2.12,0.0,0.0,0
0,4.19,0.0,0.0,4.19,0.0,0.0,0
0,3.72,0.0,0.0,3.72,0.0,0.0,0
0,2.89,0.0,0.0,2.89,0.0,0.0,0
0,1.94,0.0,0.0,1.94,0.0,0.0,0
0,2.27,0.0,0.0,2.27,0.0,0.0,0
0,1.14,0.0,0.0,1.14,0.0,0.0,0
0,1.04,0.0,0.0,1.04,0.0,0.0,0
0,6.29,0.0,0.0,6.29,0.0,0.0,0
0,0.62,0.0,0.0,0.62,0.0,0.0,0
0,2.32,0.0,0.0,2.32,0.0,0.0,0
0,2.11,0.0,0.0,2.11,0.0,0.0,0
0,1.39,0.0,0.0,1.39,0.0,0.0,0
0,1.04,0.0,0.0,1.04,0.0,0.0,0
768,2.63,0.0,0.0,2.63,0.2085144140570747,0.1066688077108177,0
0,2.55,0.0,0.0,2.55,0.0,0.0,0
0,3.64,0.0,0.0,3.64,0.0,0.0,0
0,4.659999999999999,0.0,0.0,4.659999999999999,0.0,0.0,0
0,0.62,0.22,0.0,0.84,0.0,0.0,0
0,6.78,0.0,0.0,6.78,0.0,0.0,0
967,27.26,0.0,0.0,27.26,0.3611575592573077,0.1108865821368827,0
0,0.94,0.0,0.0,0.94,0.0,0.0,0
0,7.890000000000001,0.0,0.0,7.890000000000001,0.0,0.0,0
0,0.92,0.0,0.0,0.92,0.0,0.0,0
0,2.16,0.0,0.0,2.16,0.0,0.0,0
0,1.7800000000000002,0.0,0.0,1.7800000000000002,0.0,0.0,0
0,10.87,0.0,0.0,10.87,0.0,0.0,0
1338,1.62,0.0,0.0,1.62,0.4170288281141495,0.0888333057594336,0
0,0.34,0.0,0.0,0.34,0.0,0.0,0
0,1.65,0.0,0.0,1.65,0.0,0.0,0
617,46.83,0.0,0.0,46.83,0.2085144140570747,0.0449301572556213,0
0,30.16,0.0,0.0,30.16,0.0,0.0,0
0,3.98,0.0,0.0,3.98,0.0,0.0,0
0,3.91,0.0,0.0,3.91,0.0,0.0,0
0,2.47,0.0,0.0,2.47,0.0,0.0,0
0,0.48,0.0,0.0,0.48,0.0,0.0,0
271,18.079999999999995,1.15,0.0,19.23,0.0,0.0270939042524655,0
619,4.33,0.0,0.0,4.33,0.5107539184552492,0.118099590622464,0
714,15.89,0.0,0.0,15.89,0.0,0.0358418663489095,0
0,5.54,0.0,0.0,5.54,0.0,0.0,0
0,1.88,0.0,0.0,1.88,0.0,0.0,0
0,1.13,0.0,0.0,1.13,0.0,0.0,0
0,0.61,0.0,0.0,0.61,0.0,0.0,0
0,6.4,0.0,0.0,6.4,0.0,0.0,0
0,1.86,0.0,0.0,1.86,0.0,0.0,0
0,0.43,0.0,0.0,0.43,0.0,0.0,0
0,4.099999999999998,0.0,0.0,4.099999999999998,0.0,0.0,0
0,3.42,0.0,0.0,3.42,0.0,0.0,0
0,5.03,0.0,0.0,5.03,0.0,0.0,0
158,5.62,0.0,0.0,5.62,0.0,0.054187808504931,0
0,3.08,0.0,0.0,3.08,0.0,0.0,0
0,81.63999999999999,0.05,0.0,81.69,0.0,0.0,0
0,4.66,0.0,0.0,4.66,0.0,0.0,0
199,11.680000000000003,0.0,0.0,11.680000000000003,0.0,0.0270939042524655,0
0,2.78,0.0,0.0,2.78,0.0,0.0,0
0,8.04,0.0,0.0,8.04,0.0,0.0,0
0,1.21,0.0,0.0,1.21,0.0,0.0,0
0,45.86000000000001,0.0,0.0,45.86000000000001,0.0,0.0,0
342,1.34,0.0,0.0,1.34,0.0,0.1075255990467286,0
0,3.18,0.0,0.0,3.18,0.0,0.0,0
0,2.56,0.0,0.0,2.56,0.0,0.0,0
936,111.84999999999994,1.7800000000000002,0.0,113.62999999999994,0.5107539184552492,0.1141486475856871,0
0,6.56,0.0,0.0,6.56,0.0,0.0,0
0,72.58,0.0,0.0,72.58,0.0,0.0,0
0,11.21,0.0,0.0,11.21,0.0,0.0,0
0,89.52,0.0,0.0,89.52,0.0,0.0,0
0,1.3600000000000003,0.08,0.0,1.4400000000000004,0.0,0.0,0
0,4.29,0.0,0.0,4.29,0.0,0.0,0
926,30.0,0.0,0.0,30.0,0.4662524041201569,0.1013761069827835,0
0,0.8999999999999999,0.0,0.0,0.8999999999999999,0.0,0.0,0
0,0.51,0.0,0.0,0.51,0.0,0.0,0
646,26.99000000000001,0.0,0.0,26.99000000000001,0.5897678246195885,0.1354695212623275,0
0,0.29,0.0,0.0,0.29,0.0,0.0,0
0,4.06,0.0,0.0,4.06,0.0,0.0,0
0,0.59,0.0,0.0,0.59,0.0,0.0,0
0,1.67,0.0,0.0,1.67,0.0,0.0,0
0,2.52,0.0,0.0,2.52,0.0,0.0,0
1015,41.69,1.37,0.0,43.06,0.3611575592573077,0.0938560374813534,0
0,14.26,0.2,0.0,14.46,0.0,0.0,0
0,24.390000000000004,0.0,0.0,24.390000000000004,0.0,0.0,0
0,1.04,0.0,0.0,1.04,0.0,0.0,0
0,2.65,0.0,0.0,2.65,0.0,0.0,0
0,7.879999999999999,0.1,0.0,7.979999999999999,0.0,0.0,0
180,0.99,0.0,0.0,0.99,0.2085144140570747,0.1285176722164691,0
