MNTN_HEIGHT,ROAD_EASY,ROAD_MID,ROAD_DIFF,Sel_Cos,Raw_Cos,class
758,39.39000000000001,1.61,0.0,0.7518094115561125,0.1718915524904618,1
920,178.70000000000005,0.43,0.0,0.8597269536210953,0.194906700155386,1
1468,114.34,3.3,0.0,0.8075728530872482,0.175588567967719,1
877,21.920000000000005,0.0,0.0,0.7518094115561125,0.1786965715183616,1
1111,5.34,0.0,0.0,0.8075728530872482,0.175588567967719,1
887,7.85,0.0,0.0,0.6915640748081248,0.1708205666591711,1
1579,13.93,0.0,0.0,0.7518094115561125,0.1797206290224854,1
795,194.03,0.95,0.0,0.7223151185146154,0.2081122274419847,1
766,103.14,0.64,0.01,0.2948839123097942,0.0995493608375457,1
1172,42.5,1.89,0.0,0.6255432421712244,0.1196434416464792,1
1313,37.75,1.75,0.0,0.7518094115561125,0.1958460149946443,1
1391,89.13,1.27,0.0,0.659380473395787,0.1241598671088091,1
687,23.47,0.01,0.0,0.780189497605494,0.2018450406725867,1
714,61.94,0.2,0.0,0.8340576562282991,0.1842584698282057,1
722,33.68,0.0,0.0,0.8075728530872482,0.1702825477899889,1
362,41.38000000000001,0.0,0.0,0.7518094115561125,0.1334220051390058,1
740,113.13,2.27,0.0,0.884651736929383,0.2009337717266495,1
1113,39.31,0.4,0.0,0.7518094115561125,0.1852517841405385,1
1565,68.82999999999998,0.0,0.0,0.8340576562282991,0.2076708436419372,1
1268,116.99,0.33,0.0,0.6915640748081248,0.1188740224653984,1
1108,15.01,0.0,0.0,0.7223151185146154,0.1433674653956382,1
1016,5.0600000000000005,1.79,0.0,0.9088932591463856,0.1802304758029237,1
1159,73.16000000000004,4.53,0.0,0.8597269536210953,0.1724245508316366,1
1562,262.40000000000003,2.24,0.0,0.780189497605494,0.1766306457690034,1
836,182.21000000000004,1.12,0.0,0.8340576562282991,0.2188577095023738,1
864,19.51,0.0,0.0,0.7518094115561125,0.1631269052824031,1
560,21.4,0.0,0.0,0.884651736929383,0.1792093317445478,1
1433,109.08000000000004,0.0,0.0,0.8597269536210953,0.2098684799070745,1
1252,20.16,2.15,0.0,0.8597269536210953,0.1925383655428427,1
1028,55.150000000000006,0.0,0.0,0.659380473395787,0.145274876939204,1
877,106.52,0.0,0.0,0.0,0.0,1
734,19.52,0.34,0.0,0.8075728530872482,0.2175962712752544,1
472,31.649999999999995,0.6,0.0,0.7223151185146154,0.2137672988688871,1
1187,13.550000000000008,0.0,0.0,0.8075728530872482,0.1713568962886255,1
731,22.410000000000004,1.47,0.0,0.8340576562282991,0.1681132547844104,1
905,48.18,1.63,0.0,0.8597269536210953,0.2013899216252087,1
1562,29.3,0.0,0.0,0.780189497605494,0.1766306457690034,1
632,99.42000000000002,0.42,0.0,0.8340576562282991,0.2137672988688871,1
945,138.15,1.5,0.0,0.3611575592573077,0.095791417128687,1
996,5.6,0.0,0.0,0.780189497605494,0.1734856350056469,1
1192,202.7600000000001,1.36,0.0,0.780189497605494,0.1882002736414465,1
810,112.36999999999998,0.87,0.0,0.659380473395787,0.1585630093424396,1
766,156.87,4.47,0.03,0.2948839123097942,0.0995493608375457,1
656,21.210000000000004,2.71,0.0,0.8340576562282991,0.1807388843609994,1
1350,28.49,0.0,0.0,0.8075728530872482,0.1697428236183769,1
1004,59.38,1.18,0.0,0.7518094115561125,0.1427259970084605,1
724,64.00999999999999,1.57,0.0,0.8340576562282991,0.1827583759166744,1
1083,64.53000000000002,0.0,0.0,0.9088932591463856,0.1827583759166744,1
1567,42.64,0.33,0.0,0.780189497605494,0.2326765437545875,1
1915,566.9700000000001,1.8,0.0,0.884651736929383,0.2358103757447156,1
1242,43.41999999999999,2.7,0.0,0.8597269536210953,0.1750652029646207,1
1079,18.8,0.0,0.0,0.780189497605494,0.1832597715801559,1
761,174.33000000000004,0.38,0.0,0.8075728530872482,0.1792093317445478,1
922,22.09,0.0,0.0,0.8597269536210953,0.1702825477899889,1
847,19.09,0.28,0.0,0.8597269536210953,0.2188577095023738,1
1157,17.13,0.0,0.0,0.6915640748081248,0.1686581938303578,1
1136,214.75,2.98,0.0,0.2085144140570747,0.0856784481443127,1
801,213.66000000000017,1.37,0.0,0.7518094115561125,0.1882002736414465,1
607,20.32,0.0,0.0,0.8597269536210953,0.1745402686406017,1
1193,62.29000000000004,0.0,0.01,0.8340576562282991,0.1734856350056469,1
1126,25.96,0.0,0.0,0.7518094115561125,0.1724245508316366,1
1279,190.94,7.300000000000001,0.0,0.2085144140570747,0.108375617009862,1
588,47.41,0.75,0.0,0.7223151185146154,0.154459018993251,1
1426,29.96,0.0,0.0,0.780189497605494,0.1776666115188672,1
711,85.75,0.0,0.0,0.8340576562282991,0.1602896991932479,1
1446,68.78,0.0,0.0,0.8597269536210953,0.1977112572336846,1
1073,15.09,0.0,0.0,0.8597269536210953,0.2058958466101542,1
1031,16.869999999999997,0.0,0.0,0.7518094115561125,0.181245866799685,1
887,29.81,0.0,0.0,0.884651736929383,0.191582834257374,1
879,32.85,0.83,0.0,0.8597269536210953,0.1807388843609994,1
1241,71.38000000000002,3.18,0.0,0.780189497605494,0.1708205666591711,1
931,12.35,0.0,0.0,0.9088932591463856,0.2009337717266495,1
1196,66.51999999999997,0.86,0.0,0.5107539184552492,0.1374865481666317,1
935,20.84,2.35,0.0,0.8075728530872482,0.1702825477899889,1
1119,65.93999999999997,1.35,0.0,0.8597269536210953,0.1934891780687752,1
696,107.34000000000007,0.18,0.0,0.5107539184552492,0.1108865821368827,1
965,37.86,1.2,0.0,0.884651736929383,0.1642480655923686,1
89,22.3,0.0,0.0,0.0,0.0,0
368,3.640000000000001,0.0,0.0,0.0,0.0,0
1006,18.34,0.0,0.0,0.3611575592573077,0.0995493608375457,0
200,0.52,0.0,0.0,0.0,0.0,0
200,2.64,0.0,0.0,0.0,0.0,0
200,93.47,0.0,0.0,0.0,0.0,0
743,0.65,0.0,0.0,0.0,0.0,0
710,91.22,0.6799999999999999,0.01,0.7518094115561125,0.1241598671088091,0
575,25.050000000000004,0.54,0.0,0.2948839123097942,0.0677347606311637,0
743,0.6100000000000001,0.0,0.0,0.0,0.0,0
585,20.52,0.0,0.0,0.2085144140570747,0.0620799335544045,0
164,0.93,0.0,0.0,0.0,0.0,0
626,1.65,0.95,0.0,0.4662524041201569,0.0867428175028234,0
534,21.71,0.0,0.0,0.4662524041201569,0.1049342399535372,0
328,2.15,0.0,0.0,0.0,0.0,0
328,4.469999999999996,0.06,0.0,0.0,0.0,0
328,11.079999999999998,0.0,0.16,0.0,0.0,0
328,2.98,0.0,0.0,0.0,0.0,0
595,60.8,0.0,0.0,0.2085144140570747,0.0856784481443127,0
587,16.540000000000003,0.0,0.0,0.6255432421712244,0.1401307624128882,0
328,2.58,0.0,0.0,0.0,0.0,0
328,1.4900000000000002,0.0,0.0,0.0,0.0,0
328,6.78,0.0,0.0,0.0,0.0,0
328,9.07,0.0,0.0,0.0,0.0,0
328,7.24,0.0,0.0,0.0,0.0,0
328,5.8,0.0,0.0,0.0,0.0,0
328,1.09,0.37,0.0,0.0,0.0,0
277,3.65,0.0,0.0,0.2948839123097942,0.0877942839838595,0
328,4.43,0.0,0.0,0.0,0.0,0
328,1.62,0.0,0.0,0.0,0.0,0
1421,26.47,0.0,0.0,0.4662524041201569,0.0824028927931924,0
328,167.35000000000014,0.54,0.0,0.0,0.0,0
207,8.13,0.0,0.0,0.0,0.0,0
207,1.34,0.0,0.0,0.0,0.0,0
453,1.93,0.0,0.0,0.0,0.0,0
725,4.6,0.0,0.0,0.0,0.0,0
435,4.37,0.0,0.0,0.0,0.0302919058421917,0
725,13.57,0.0,0.0,0.0,0.0,0
725,1.36,0.0,0.0,0.0,0.0,0
1242,8.52,0.0,0.0,0.4170288281141495,0.0976884610347762,0
1039,77.54,0.0,0.0,0.2085144140570747,0.0928732246656203,0
725,12.05,0.0,0.0,0.0,0.0,0
206,0.46,0.0,0.0,0.0,0.0,0
152,1.61,0.0,0.0,0.0,0.0,0
152,4.03,0.0,0.0,0.0,0.0,0
152,18.880000000000003,0.16,0.0,0.0,0.0,0
355,6.65,0.0,0.0,0.0,0.0,0
355,1.46,0.56,0.0,0.0,0.0,0
355,12.990000000000002,0.0,0.0,0.0,0.0,0
355,2.06,0.0,0.0,0.0,0.0,0
355,225.16000000000005,1.02,0.0,0.0,0.0,0
355,1.13,0.0,0.0,0.0,0.0,0
355,26.87,0.0,0.0,0.0,0.0,0
961,11.16,0.0,0.0,0.5897678246195885,0.1188740224653984,0
541,0.92,0.0,0.0,0.0,0.0,0
541,4.44,0.0,0.0,0.0,0.0,0
541,19.26,0.0,0.0,0.0,0.0,0
253,0.24,0.0,0.0,0.0,0.0,0
253,1.02,0.0,0.0,0.0,0.0,0
253,2.41,0.0,0.0,0.0,0.0,0
225,0.6200000000000001,0.0,0.0,0.0,0.0,0
225,1.7300000000000002,0.0,0.0,0.0,0.0,0
401,2.95,0.0,0.0,0.6255432421712244,0.1320393563733632,0
225,1.78,0.0,0.0,0.0,0.0,0
196,7.89,0.0,0.0,0.2948839123097942,0.095791417128687,0
226,0.79,0.0,0.0,0.0,0.0,0
226,0.3,0.0,0.0,0.0,0.0,0
226,31.27,0.0,0.0,0.0,0.0,0
226,0.69,0.0,0.0,0.0,0.0,0
226,1.2500000000000002,0.0,0.0,0.0,0.0,0
148,1.02,0.0,0.0,0.2948839123097942,0.1278016907557539,0
337,18.62,0.0,0.0,0.2948839123097942,0.1256292657954269,0
226,4.04,0.0,0.0,0.0,0.0,0
226,2.48,0.0,0.0,0.0,0.0,0
226,0.4499999999999999,0.0,0.0,0.0,0.0,0
226,2.72,0.0,0.0,0.0,0.0,0
226,1.98,0.0,0.0,0.0,0.0,0
262,4.44,0.0,0.0,0.0,0.0234640093703383,0
141,0.25,0.0,0.0,0.0,0.0,0
311,34.07000000000001,2.6900000000000004,0.0,0.2948839123097942,0.1049342399535372,0
141,3.93,0.0,0.0,0.0,0.0,0
141,1.71,0.0,0.0,0.0,0.0,0
1170,80.44999999999999,0.0,0.0,0.3611575592573077,0.0986233001437968,0
284,6.0,0.0,0.0,0.0,0.0,0
284,28.9,0.0,0.0,0.0,0.0,0
537,7.31,0.0,0.0,0.0,0.0,0
868,7.17,0.0,0.0,0.4170288281141495,0.1285176722164691,0
715,67.36,7.68,0.0,0.2948839123097942,0.0986233001437968,0
171,1.32,0.0,0.0,0.2085144140570747,0.0741997126498025,0
537,6.220000000000001,0.0,0.0,0.0,0.0,0
537,4.4,0.0,0.0,0.0,0.0,0
915,1.33,0.0,0.0,0.3611575592573077,0.1188740224653984,0
618,2.88,0.0,0.0,0.0,0.0,0
396,0.35,0.0,0.0,0.0,0.0,0
401,0.81,0.0,0.0,0.0,0.0,0
717,0.78,0.0,0.0,0.0,0.0,0
725,7.24,0.0,0.0,0.0,0.0,0
725,6.42,0.0,0.0,0.0,0.0,0
725,4.74,0.0,0.0,0.0,0.0,0
725,13.63,0.0,0.0,0.0,0.0,0
148,6.170000000000001,0.0,0.0,0.0,0.0,0
73,1.4800000000000002,0.17,0.0,0.0,0.0234640093703383,0
148,2.12,0.0,0.0,0.0,0.0,0
148,4.19,0.0,0.0,0.0,0.0,0
148,1.94,0.0,0.0,0.0,0.0,0
148,2.27,0.0,0.0,0.0,0.0,0
148,1.14,0.0,0.0,0.0,0.0,0
148,1.04,0.0,0.0,0.0,0.0,0
148,2.32,0.0,0.0,0.0,0.0,0
148,2.11,0.0,0.0,0.0,0.0,0
768,2.63,0.0,0.0,0.2085144140570747,0.1066688077108177,0
148,2.55,0.0,0.0,0.0,0.0,0
921,3.64,0.0,0.0,0.0,0.0,0
921,0.62,0.22,0.0,0.0,0.0,0
967,27.26,0.0,0.0,0.3611575592573077,0.1108865821368827,0
921,0.92,0.0,0.0,0.0,0.0,0
1338,1.62,0.0,0.0,0.4170288281141495,0.0888333057594336,0
921,1.65,0.0,0.0,0.0,0.0,0
617,46.83,0.0,0.0,0.2085144140570747,0.0449301572556213,0
921,3.98,0.0,0.0,0.0,0.0,0
921,2.47,0.0,0.0,0.0,0.0,0
271,18.079999999999995,1.15,0.0,0.0,0.0270939042524655,0
619,4.33,0.0,0.0,0.5107539184552492,0.118099590622464,0
714,15.89,0.0,0.0,0.0,0.0358418663489095,0
504,1.88,0.0,0.0,0.0,0.0,0
504,1.13,0.0,0.0,0.0,0.0,0
347,0.43,0.0,0.0,0.0,0.0,0
347,4.099999999999998,0.0,0.0,0.0,0.0,0
158,5.62,0.0,0.0,0.0,0.054187808504931,0
347,3.08,0.0,0.0,0.0,0.0,0
347,81.63999999999999,0.05,0.0,0.0,0.0,0
347,4.66,0.0,0.0,0.0,0.0,0
199,11.680000000000003,0.0,0.0,0.0,0.0270939042524655,0
347,2.78,0.0,0.0,0.0,0.0,0
347,1.21,0.0,0.0,0.0,0.0,0
342,1.34,0.0,0.0,0.0,0.1075255990467286,0
284,2.56,0.0,0.0,0.0,0.0,0
936,111.84999999999994,1.7800000000000002,0.0,0.5107539184552492,0.1141486475856871,0
284,6.56,0.0,0.0,0.0,0.0,0
284,72.58,0.0,0.0,0.0,0.0,0
284,1.3600000000000003,0.08,0.0,0.0,0.0,0
284,4.29,0.0,0.0,0.0,0.0,0
926,30.0,0.0,0.0,0.4662524041201569,0.1013761069827835,0
284,0.51,0.0,0.0,0.0,0.0,0
646,26.99000000000001,0.0,0.0,0.5897678246195885,0.1354695212623275,0
284,0.29,0.0,0.0,0.0,0.0,0
284,1.67,0.0,0.0,0.0,0.0,0
1015,41.69,1.37,0.0,0.3611575592573077,0.0938560374813534,1
284,24.390000000000004,0.0,0.0,0.0,0.0,0
155,1.04,0.0,0.0,0.0,0.0,0
834,2.65,0.0,0.0,0.0,0.0,0
180,0.99,0.0,0.0,0.2085144140570747,0.1285176722164691,0
834,1.82,0.0,0.0,0.0,0.0,0
84,1.4,0.0,0.0,0.0,0.0,0
890,5.38,0.0,0.0,0.3611575592573077,0.1058050784534323,0
84,0.91,0.0,0.0,0.0,0.0,0
933,36.56,0.0,0.0,0.0,0.0716837326978191,0
759,16.05,0.0,0.0,0.8075728530872482,0.1270816755009113,0
609,11.66,0.0,0.0,0.4662524041201569,0.1157452097041699,0
143,0.53,0.0,0.0,0.0,0.0,0
859,12.14,0.0,0.0,0.5107539184552492,0.118099590622464,0
1027,9.67,0.0,0.0,0.3611575592573077,0.091879899585711,0
531,17.09,0.09,0.0,0.2948839123097942,0.1040561137209923,0
456,3.06,0.0,0.0,0.0,0.0,0
456,0.3,0.0,0.0,0.0,0.0,0
456,5.78,0.0,0.0,0.0,0.0,0
721,3.5,0.0,0.0,0.2948839123097942,0.1075255990467286,0
456,0.98,0.0,0.0,0.0,0.0,0
456,5.8,0.0,0.0,0.0,0.0,0
456,2.59,0.0,0.0,0.0,0.0,0
274,1.91,0.0,0.0,0.0,0.0,0
342,44.16,0.0,0.0,0.2085144140570747,0.0938560374813534,0
274,8.530000000000001,0.0,0.0,0.0,0.0,0
1024,16.87,0.0,0.0,0.2948839123097942,0.1092190197455495,0
274,2.58,0.0,0.0,0.0,0.0,0
167,0.24,0.0,0.0,0.0,0.0,0
167,2.74,0.0,0.0,0.0,0.0,0
167,2.15,0.0,0.0,0.0,0.0,0
167,5.49,0.0,0.0,0.0,0.0,0
1088,2.62,0.0,0.0,0.2085144140570747,0.121167623368767,0
167,2.11,0.0,0.0,0.0,0.0,0
167,2.3,0.0,0.0,0.0,0.0,0
658,0.84,0.0,0.0,0.0,0.0,0
391,1.96,0.0,0.0,0.0,0.0,0
391,4.84,0.0,0.0,0.0,0.0,0
391,13.71,0.0,0.0,0.0,0.0,0
391,5.41,0.0,0.0,0.0,0.0,0
1517,3.36,0.0,0.0,0.2948839123097942,0.1141486475856871,0
461,2.87,0.0,0.0,0.0,0.0,0
653,3.62,0.0,0.0,0.0,0.0,0
645,0.53,0.0,0.0,0.0,0.0,0
645,4.56,0.0,0.0,0.0,0.0,0
518,5.73,0.61,0.0,0.0,0.0,0
1124,6.079999999999999,0.0,0.0,0.2948839123097942,0.0948286648836293,0
791,4.04,0.0,0.0,0.4662524041201569,0.1058050784534323,0
140,0.77,0.0,0.0,0.0,0.0,0
239,2.79,0.0,0.0,0.0,0.0,0
239,3.64,0.0,0.0,0.0,0.0,0
239,1.34,0.0,0.0,0.0,0.0,0
529,25.730000000000008,0.0,0.0,0.6915640748081248,0.1270816755009113,0
239,0.0,0.49,0.0,0.0,0.0,0
239,12.57,0.2299999999999999,0.0,0.0,0.0,0
239,2.0100000000000007,0.0,0.0,0.0,0.0,0
239,0.6,0.0,0.0,0.0,0.0,0
531,14.43,0.0,0.0,0.2948839123097942,0.1040561137209923,0
239,3.59,0.0,0.0,0.0,0.0,0
315,6.29,0.0,0.0,0.0,0.0,0
1327,24.03,0.0,0.0,0.4170288281141495,0.1313425739034437,0
315,0.96,0.0,0.0,0.0,0.0,0
315,2.09,0.0,0.0,0.0,0.0,0
930,23.009999999999994,0.0,0.0,0.5516772843673704,0.1234186075458911,0
315,1.56,0.0,0.0,0.0,0.0,0
315,0.59,0.0,0.0,0.0,0.0,0
315,2.5900000000000003,0.0,0.0,0.0,0.0,0
315,1.18,0.0,0.0,0.0,0.0,0
315,6.15,0.0,0.0,0.0,0.0,0
315,5.79,0.0,0.0,0.0,0.0,0
315,2.33,0.0,0.0,0.0,0.0,0
315,0.37,0.0,0.0,0.0,0.0,0
315,1.05,0.0,0.0,0.0,0.0,0
395,0.83,0.0,0.0,0.0,0.0,0
395,9.07,0.0,0.0,0.0,0.0,0
395,5.03,0.0,0.0,0.0,0.0,0
395,0.63,0.0,0.0,0.0,0.0,0
603,27.74,0.0,0.0,0.2948839123097942,0.0741997126498025,0
743,0.53,0.0,0.0,0.0,0.0,0
313,0.17,0.0,0.0,0.0,0.0,0
313,7.59,0.0,0.0,0.0,0.0,0
541,4.35,0.0,0.0,0.3611575592573077,0.1049342399535372,0
313,0.43,0.0,0.0,0.0,0.0,0
313,6.94,0.0,0.0,0.0,0.0,0
1099,60.33999999999999,0.0,0.0,0.7518094115561125,0.1401307624128882,0
489,12.890000000000002,0.0,0.0,0.2085144140570747,0.0898603145112427,0
257,1.29,0.0,0.0,0.2948839123097942,0.0856784481443127,0
101,6.81,0.0,0.0,0.0,0.0,0
1164,1.99,0.0,0.0,0.0,0.0,0
1164,1.4500000000000002,0.0,0.0,0.0,0.0,0
304,1.11,0.0,0.0,0.0,0.0,0
304,1.82,0.0,0.0,0.0,0.0,0
304,29.87,0.0,0.0,0.0,0.0,0
304,11.61,0.0,0.0,0.0,0.0,0
304,13.079999999999998,0.0,0.0,0.0,0.0,0
304,3.13,0.0,0.0,0.0,0.0,0
304,13.830000000000002,0.0,0.0,0.0,0.0,0
304,1.29,0.0,0.0,0.0,0.0,0
559,33.50000000000001,0.0,0.0,0.6915640748081248,0.1562310733627879,0
304,19.57,0.0,0.0,0.0,0.0,0
1018,14.919999999999998,0.0,0.0,0.0,0.0778213151587956,0
832,6.79,0.0,0.0,0.0,0.0,0
462,8.04,0.0,0.0,0.3611575592573077,0.1374865481666317,0
832,1.24,0.0,0.0,0.0,0.0,0
1176,4.85,0.0,0.0,0.3611575592573077,0.0846006889127225,0
832,5.039999999999999,0.0,0.0,0.0,0.0,0
626,1.4700000000000002,0.95,0.0,0.4662524041201569,0.0867428175028234,0
424,4.569999999999999,0.0,0.0,0.0,0.0,0
834,11.21,0.0,0.0,0.3611575592573077,0.0948286648836293,0
424,0.83,0.0,0.0,0.0,0.0,0
383,10.260000000000002,0.0,0.0,0.2948839123097942,0.1407840562220302,0
232,1.28,0.0,0.0,0.0,0.0,0
232,1.63,0.0,0.0,0.0,0.0,0
232,4.81,0.0,0.0,0.0,0.0,0
933,61.86,0.0,0.0,0.659380473395787,0.1394744086293499,0
232,1.94,0.0,0.0,0.0,0.0,0
232,0.86,0.0,0.0,0.0,0.0,0
475,16.33,0.0,0.0,0.4170288281141495,0.0856784481443127,0
232,2.44,0.0,0.0,0.0,0.0,0
459,15.38,0.0,0.72,0.0,0.0,0
832,4.480000000000001,0.0,0.0,0.4170288281141495,0.0976884610347762,0
552,1.02,0.0,0.0,0.0,0.0,0
552,1.96,0.0,0.0,0.0,0.0,0
1134,93.07,0.87,0.0,0.7223151185146154,0.1292296869293207,0
710,10.07,0.0,0.0,0.2085144140570747,0.1196434416464792,0
678,27.57,0.0,0.0,0.2948839123097942,0.0928732246656203,0
1170,18.33,0.0,0.0,0.3611575592573077,0.0986233001437968,0
800,16.88,0.79,0.0,0.3611575592573077,0.095791417128687,0
804,3.73,0.0,0.0,0.0,0.0,0
804,2.67,0.0,0.0,0.0,0.0,0
710,25.4,0.0,0.0,0.7518094115561125,0.1241598671088091,0
925,3.24,0.0,0.0,0.2948839123097942,0.0703920281110151,0
804,11.030000000000005,0.0,0.0,0.0,0.0,0
136,2.74,0.0,0.0,0.0,0.0,0
714,107.98,1.89,0.0,0.0,0.0358418663489095,0
1470,17.19,0.0,0.0,0.659380473395787,0.121167623368767,0
391,0.29,0.0,0.0,0.0,0.0,0
391,6.64,0.0,0.0,0.0,0.0,0
391,10.769999999999994,0.01,0.0,0.0,0.0,0
1024,5.029999999999999,0.72,0.0,0.2085144140570747,0.0741997126498025,0
491,7.45,0.0,0.0,0.2948839123097942,0.1031705136693893,0
391,1.34,0.0,0.0,0.0,0.0,0
391,6.92,0.0,0.0,0.0,0.0,0
391,0.5,0.0,0.0,0.0,0.0,0
420,23.969999999999995,0.26,0.0,0.5516772843673704,0.1234186075458911,0
816,51.839999999999975,0.0,0.0,0.6255432421712244,0.1241598671088091,0
830,16.66,0.0,0.0,0.5107539184552492,0.0967445890343876,0
590,9.98,0.0,0.0,0.0,0.0677347606311637,0
391,1.53,0.0,0.0,0.0,0.0,0
643,3.48,0.0,0.0,0.0,0.0,0
643,5.69,0.1,0.0,0.0,0.0,0
643,0.0,0.0,0.0,0.0,0.0,0
310,1.87,0.0,0.0,0.0,0.0856784481443127,0
643,17.14,0.0,0.0,0.0,0.0,0
696,1.18,0.0,0.0,0.0,0.0,0
696,0.77,0.0,0.0,0.0,0.0,0
1043,11.38,0.2,0.0,0.0,0.0331831202791819,0
696,3.5699999999999985,0.0,0.0,0.0,0.0,0
439,3.46,0.0,0.0,0.0,0.0,0
439,4.87,0.0,0.0,0.0,0.0,0
439,0.5,0.0,0.0,0.0,0.0,0
439,11.449999999999998,0.13,0.0,0.0,0.0,0
439,9.97,0.0,0.0,0.0,0.0,0
439,19.91,0.07,0.0,0.0,0.0,0
636,29.87,0.0,0.0,0.0,0.0234640093703383,0
439,2.91,0.0,0.0,0.0,0.0,0
1314,4.58,0.12,0.0,0.4662524041201569,0.0986233001437968,0
728,231.17,0.8199999999999998,0.0,0.2085144140570747,0.091879899585711,0
439,16.669999999999998,1.12,0.0,0.0,0.0,0
439,1.59,0.0,0.0,0.0,0.0,0
662,6.7,0.0,0.0,0.2085144140570747,0.0729525698341246,0
439,53.04,0.0,0.0,0.0,0.0,0
892,27.83,0.0,0.0,0.5516772843673704,0.1256292657954269,0
439,2.31,0.0,0.0,0.0,0.0,0
439,2.23,0.0,0.0,0.0,0.0,0
393,26.72,0.0,0.0,0.2085144140570747,0.0928732246656203,0
683,7.56,0.0,0.0,0.2085144140570747,0.0778213151587956,0
439,8.17,0.0,0.0,0.0,0.0,0
439,7.38,0.0,0.0,0.0,0.0,0
439,2.87,0.0,0.0,0.0,0.0,0
439,12.71,0.0,0.0,0.0,0.0,0
1017,13.04,0.0,0.0,0.6255432421712244,0.1117110290432868,0
439,3.91,0.0,0.0,0.0,0.0,0
439,8.309999999999997,0.15,0.0,0.0,0.0,0
439,12.379999999999988,0.37,0.0,0.0,0.0,0
439,3.3800000000000003,0.32,0.0,0.0,0.0,0
939,14.62,0.16,0.0,0.4662524041201569,0.0898603145112427,0
439,5.460000000000001,0.0,0.0,0.0,0.0,0
439,4.65,0.0,0.0,0.0,0.0,0
439,1.73,0.0,0.0,0.0,0.0,0
696,1.2999999999999998,0.0,0.0,0.0,0.0,0
623,26.79,0.0,0.0,0.3611575592573077,0.0928732246656203,0
1019,55.47,1.4,0.0,0.2948839123097942,0.0789916261698354,0
696,1.45,0.0,0.0,0.0,0.0,0
127,0.3,0.0,0.0,0.0,0.0,0
438,13.38,0.0,0.0,0.0,0.0270939042524655,0
231,18.66,0.0,0.0,0.0,0.0778213151587956,0
127,4.34,0.0,0.0,0.0,0.0,0
797,2.53,0.0,0.0,0.0,0.0,0
1015,6.699999999999999,0.0,0.0,0.2948839123097942,0.0888333057594336,0
797,1.55,0.0,0.0,0.0,0.0,0
797,1.5,0.0,0.0,0.0,0.0,0
797,5.390000000000001,0.0,0.0,0.0,0.0,0
67,1.08,0.0,0.0,0.0,0.0,0
827,39.870000000000005,0.0,0.0,0.2085144140570747,0.0867428175028234,0
67,1.14,0.0,0.0,0.0,0.0,0
548,1.36,0.0,0.0,0.5897678246195885,0.1157452097041699,0
935,10.76,0.0,0.0,0.2948839123097942,0.0856784481443127,0
127,0.41,0.0,0.0,0.0,0.0,0
175,1.67,0.0,0.0,0.2948839123097942,0.1165352885669089,0
127,15.669999999999998,0.0,0.0,0.0,0.0,0
127,1.61,0.0,0.0,0.0,0.0,0
127,1.88,0.0,0.0,0.0,0.0,0
368,2.16,0.0,0.0,0.0,0.0,0
1036,9.78,0.0,0.0,0.5516772843673704,0.091879899585711,0
368,4.62,0.0,0.0,0.0,0.0,0
1309,8.44,1.31,0.0,0.2948839123097942,0.0741997126498025,0
